date,campaign_id,campaign_name,channel,funnel_stage,spend,impressions,clicks,conversions,new_customers,revenue,gross_profit
2025-01-29,C003,Facebook Retargeting,Facebook,Retargeting,846.08,49780,1460,74.4,45.7,6303.36,3529.88
2025-01-30,C003,Facebook Retargeting,Facebook,Retargeting,1000.48,56388,1592,74.5,50.2,5991.64,3355.32
2025-01-31,C003,Facebook Retargeting,Facebook,Retargeting,937.85,56890,1882,100.5,61.1,9713.29,5439.44
2025-02-01,C003,Facebook Retargeting,Facebook,Retargeting,714.12,40997,1211,68.2,39.6,5757.0,3223.92
2025-02-02,C003,Facebook Retargeting,Facebook,Retargeting,637.35,34902,942,44.9,27.4,3322.56,1860.63
2025-02-03,C003,Facebook Retargeting,Facebook,Retargeting,848.38,50507,1955,117.4,70.6,9054.68,5070.62
2025-02-04,C003,Facebook Retargeting,Facebook,Retargeting,1002.95,54454,1548,83.7,54.4,7161.11,4010.22
2025-02-05,C003,Facebook Retargeting,Facebook,Retargeting,997.62,56139,1787,113.6,66.8,9023.15,5052.96
2025-02-06,C003,Facebook Retargeting,Facebook,Retargeting,843.25,51625,1740,103.2,60.3,8566.02,4796.97
2025-02-07,C003,Facebook Retargeting,Facebook,Retargeting,751.12,41931,1237,71.7,43.6,6238.01,3493.28
2025-02-08,C003,Facebook Retargeting,Facebook,Retargeting,755.25,41227,1224,64.4,41.6,5184.67,2903.41
2025-02-09,C003,Facebook Retargeting,Facebook,Retargeting,879.72,47736,1253,75.4,44.4,6487.78,3633.16
2025-02-10,C003,Facebook Retargeting,Facebook,Retargeting,719.62,36198,997,52.1,31.0,3933.62,2202.83
2025-02-11,C003,Facebook Retargeting,Facebook,Retargeting,991.68,54307,1687,88.9,55.9,6913.5,3871.56
2025-02-12,C003,Facebook Retargeting,Facebook,Retargeting,1007.15,57941,1745,91.7,53.8,7608.29,4260.64
2025-02-13,C003,Facebook Retargeting,Facebook,Retargeting,1010.24,55261,1547,89.8,63.0,7211.32,4038.34
2025-02-14,C003,Facebook Retargeting,Facebook,Retargeting,681.31,38717,922,51.3,30.7,4638.37,2597.49
2025-02-15,C003,Facebook Retargeting,Facebook,Retargeting,742.28,39358,1158,76.4,46.1,6241.79,3495.4
2025-02-16,C003,Facebook Retargeting,Facebook,Retargeting,891.69,48873,1572,105.3,67.6,8799.82,4927.9
2025-02-17,C003,Facebook Retargeting,Facebook,Retargeting,777.38,45911,1600,98.1,60.4,8186.95,4584.69
2025-02-18,C003,Facebook Retargeting,Facebook,Retargeting,851.68,48181,1472,74.9,41.8,5856.03,3279.38
2025-02-19,C003,Facebook Retargeting,Facebook,Retargeting,921.91,51427,1543,71.8,46.1,6255.29,3502.96
2025-02-20,C003,Facebook Retargeting,Facebook,Retargeting,729.56,44797,1590,77.5,50.6,6557.33,3672.11
2025-02-21,C003,Facebook Retargeting,Facebook,Retargeting,939.5,55204,1552,80.5,47.9,6258.73,3504.89
2025-02-22,C003,Facebook Retargeting,Facebook,Retargeting,704.86,35892,980,57.1,35.3,4810.03,2693.62
2025-02-23,C003,Facebook Retargeting,Facebook,Retargeting,663.36,35160,1003,55.4,33.3,4846.44,2714.01
2025-02-24,C003,Facebook Retargeting,Facebook,Retargeting,935.61,52032,1563,92.3,55.9,8183.97,4583.02
2025-02-25,C003,Facebook Retargeting,Facebook,Retargeting,898.32,50370,1517,87.9,57.3,7699.16,4311.53
2025-02-26,C003,Facebook Retargeting,Facebook,Retargeting,749.89,43911,1331,83.0,51.4,5885.78,3296.03
2025-02-27,C003,Facebook Retargeting,Facebook,Retargeting,1035.04,57876,1563,84.3,50.0,8003.12,4481.74
2025-02-28,C003,Facebook Retargeting,Facebook,Retargeting,856.05,47983,1250,85.7,52.1,8034.19,4499.15
2025-03-01,C003,Facebook Retargeting,Facebook,Retargeting,870.85,42279,1276,89.6,54.4,6322.41,3540.55
2025-03-02,C003,Facebook Retargeting,Facebook,Retargeting,844.22,51855,1310,90.7,54.7,8769.26,4910.79
2025-03-03,C003,Facebook Retargeting,Facebook,Retargeting,757.21,41596,1378,89.5,53.9,7712.7,4319.11
2025-03-04,C003,Facebook Retargeting,Facebook,Retargeting,858.55,42844,1543,91.8,55.2,7707.74,4316.34
2025-03-05,C003,Facebook Retargeting,Facebook,Retargeting,883.04,45231,1297,75.9,47.2,6729.41,3768.47
2025-03-06,C003,Facebook Retargeting,Facebook,Retargeting,854.42,48892,1548,85.6,53.7,6569.48,3678.91
2025-03-07,C003,Facebook Retargeting,Facebook,Retargeting,807.26,46089,1385,74.6,46.5,5797.79,3246.76
2025-03-08,C003,Facebook Retargeting,Facebook,Retargeting,650.6,35886,1001,67.6,43.5,5319.28,2978.8
2025-03-09,C003,Facebook Retargeting,Facebook,Retargeting,648.77,35403,1033,64.4,38.5,5121.86,2868.24
2025-03-10,C003,Facebook Retargeting,Facebook,Retargeting,958.21,52414,1805,129.1,79.0,11853.86,6638.16
2025-03-11,C003,Facebook Retargeting,Facebook,Retargeting,1008.69,57333,1862,118.1,82.6,9852.3,5517.29
2025-03-12,C003,Facebook Retargeting,Facebook,Retargeting,879.17,52823,1527,91.2,48.7,8025.0,4494.0
2025-03-13,C003,Facebook Retargeting,Facebook,Retargeting,831.65,48472,1588,115.8,71.7,10143.59,5680.41
2025-03-14,C003,Facebook Retargeting,Facebook,Retargeting,767.31,41733,1377,88.2,51.2,7417.71,4153.92
2025-03-15,C003,Facebook Retargeting,Facebook,Retargeting,706.14,37349,1165,81.3,46.6,6170.34,3455.39
2025-03-16,C003,Facebook Retargeting,Facebook,Retargeting,724.32,36744,1125,73.6,47.1,5541.75,3103.38
2025-03-17,C003,Facebook Retargeting,Facebook,Retargeting,683.69,38305,1235,71.3,41.7,6273.66,3513.25
2025-03-18,C003,Facebook Retargeting,Facebook,Retargeting,917.34,52107,1480,94.9,59.2,8255.63,4623.15
2025-03-19,C003,Facebook Retargeting,Facebook,Retargeting,872.6,48817,1444,79.6,49.9,6542.42,3663.75
2025-03-20,C003,Facebook Retargeting,Facebook,Retargeting,786.94,44770,1182,72.4,45.9,6058.34,3392.67
2025-03-21,C003,Facebook Retargeting,Facebook,Retargeting,773.38,39978,1047,66.1,41.9,6283.88,3518.97
2025-03-22,C003,Facebook Retargeting,Facebook,Retargeting,665.89,35104,1132,64.1,36.9,6309.18,3533.14
2025-03-23,C003,Facebook Retargeting,Facebook,Retargeting,814.18,47215,1490,110.0,69.2,9825.07,5502.04
2025-03-24,C003,Facebook Retargeting,Facebook,Retargeting,891.25,45546,1554,110.9,70.5,9239.54,5174.14
2025-03-25,C003,Facebook Retargeting,Facebook,Retargeting,809.18,43136,1486,97.8,62.2,8232.77,4610.35
2025-03-26,C003,Facebook Retargeting,Facebook,Retargeting,982.84,56282,1806,99.0,62.9,9456.87,5295.85
2025-03-27,C003,Facebook Retargeting,Facebook,Retargeting,938.01,51710,1681,114.0,72.9,8343.64,4672.44
2025-03-28,C003,Facebook Retargeting,Facebook,Retargeting,812.39,42039,1171,89.9,54.9,7802.37,4369.33
2025-03-29,C003,Facebook Retargeting,Facebook,Retargeting,735.29,39303,1265,83.7,49.6,6563.88,3675.77
2025-03-30,C003,Facebook Retargeting,Facebook,Retargeting,725.78,39053,1062,61.2,37.6,4681.98,2621.91
2025-03-31,C003,Facebook Retargeting,Facebook,Retargeting,960.05,49153,1536,95.2,62.1,8397.5,4702.6
2025-04-01,C003,Facebook Retargeting,Facebook,Retargeting,943.04,54541,1437,117.2,77.1,9466.89,5301.46
2025-04-02,C003,Facebook Retargeting,Facebook,Retargeting,1001.91,56945,1444,73.5,47.3,6054.96,3390.78
2025-04-03,C003,Facebook Retargeting,Facebook,Retargeting,827.61,48678,1330,75.3,45.5,5816.12,3257.03
2025-04-04,C003,Facebook Retargeting,Facebook,Retargeting,861.58,45097,1606,83.3,57.0,6326.16,3542.65
2025-04-05,C003,Facebook Retargeting,Facebook,Retargeting,682.58,35287,938,52.4,33.6,3932.75,2202.34
2025-04-06,C003,Facebook Retargeting,Facebook,Retargeting,792.57,41974,1274,72.8,46.5,5263.2,2947.39
2025-04-07,C003,Facebook Retargeting,Facebook,Retargeting,814.9,46824,1352,67.1,38.2,5003.42,2801.91
2025-04-08,C003,Facebook Retargeting,Facebook,Retargeting,757.77,41245,1118,58.3,39.1,4672.07,2616.36
2025-04-09,C003,Facebook Retargeting,Facebook,Retargeting,1019.19,61401,1920,106.1,63.8,7802.91,4369.63
2025-04-10,C003,Facebook Retargeting,Facebook,Retargeting,1030.75,55637,1636,93.3,59.4,7768.26,4350.23
2025-04-11,C003,Facebook Retargeting,Facebook,Retargeting,752.33,39344,972,50.8,30.0,3976.44,2226.81
2025-04-12,C003,Facebook Retargeting,Facebook,Retargeting,809.63,41745,1133,61.7,38.5,4832.83,2706.38
2025-04-13,C003,Facebook Retargeting,Facebook,Retargeting,855.43,46902,1284,70.9,48.3,5544.68,3105.02
2025-04-14,C003,Facebook Retargeting,Facebook,Retargeting,700.43,42266,1451,73.5,50.4,6076.57,3402.88
2025-04-15,C003,Facebook Retargeting,Facebook,Retargeting,772.84,42346,1341,87.5,53.8,7847.85,4394.8
2025-04-16,C003,Facebook Retargeting,Facebook,Retargeting,905.31,47244,1522,89.8,58.8,6832.86,3826.4
2025-04-17,C003,Facebook Retargeting,Facebook,Retargeting,1038.47,59386,2088,101.4,63.5,8151.21,4564.68
2025-04-18,C003,Facebook Retargeting,Facebook,Retargeting,851.5,45320,1505,79.0,47.2,6881.23,3853.49
2025-04-19,C003,Facebook Retargeting,Facebook,Retargeting,695.91,41020,1146,62.7,40.9,4908.65,2748.84
2025-04-20,C003,Facebook Retargeting,Facebook,Retargeting,645.95,37715,1302,63.8,34.8,4728.8,2648.13
2025-04-21,C003,Facebook Retargeting,Facebook,Retargeting,818.4,45093,1430,77.5,46.4,6423.56,3597.19
2025-04-22,C003,Facebook Retargeting,Facebook,Retargeting,824.3,45665,1293,93.0,60.1,7191.67,4027.33
2025-04-23,C003,Facebook Retargeting,Facebook,Retargeting,984.83,53293,1379,70.5,42.1,6149.24,3443.58
2025-04-24,C003,Facebook Retargeting,Facebook,Retargeting,819.62,43425,1155,56.5,34.9,4560.39,2553.82
2025-04-25,C003,Facebook Retargeting,Facebook,Retargeting,919.34,49183,1623,91.6,56.8,6525.62,3654.35
2025-04-26,C003,Facebook Retargeting,Facebook,Retargeting,820.95,47683,1622,91.1,58.7,7258.84,4064.95
2025-04-27,C003,Facebook Retargeting,Facebook,Retargeting,818.22,43684,1431,81.4,49.9,6525.64,3654.36
2025-04-28,C003,Facebook Retargeting,Facebook,Retargeting,687.56,38946,1084,83.5,52.5,6854.27,3838.39
2025-04-29,C003,Facebook Retargeting,Facebook,Retargeting,1038.3,61338,1826,105.9,62.3,8305.91,4651.31
2025-04-30,C003,Facebook Retargeting,Facebook,Retargeting,917.88,54867,1387,81.7,48.6,6255.08,3502.84
2025-05-01,C003,Facebook Retargeting,Facebook,Retargeting,971.65,54850,1739,150.9,95.2,13159.26,7369.19
2025-05-02,C003,Facebook Retargeting,Facebook,Retargeting,864.81,50147,1525,89.7,55.4,7324.06,4101.47
2025-05-03,C003,Facebook Retargeting,Facebook,Retargeting,776.44,44187,1266,72.4,46.6,5274.37,2953.65
2025-05-04,C003,Facebook Retargeting,Facebook,Retargeting,820.09,50009,1176,67.6,43.4,4937.19,2764.82
2025-05-05,C003,Facebook Retargeting,Facebook,Retargeting,965.05,45902,1567,112.8,73.2,9107.39,5100.14
2025-05-06,C003,Facebook Retargeting,Facebook,Retargeting,893.34,47029,1517,83.6,51.1,7347.96,4114.86
2025-05-07,C003,Facebook Retargeting,Facebook,Retargeting,1001.97,54462,1658,89.3,58.7,7500.89,4200.5
2025-05-08,C003,Facebook Retargeting,Facebook,Retargeting,754.63,41806,1170,67.5,42.0,5263.99,2947.83
2025-05-09,C003,Facebook Retargeting,Facebook,Retargeting,735.71,39181,1284,78.7,51.0,6217.32,3481.7
2025-05-10,C003,Facebook Retargeting,Facebook,Retargeting,734.5,38079,1203,81.4,56.1,7307.31,4092.1
2025-05-11,C003,Facebook Retargeting,Facebook,Retargeting,717.2,39344,1222,75.1,50.1,6577.7,3683.51
2025-05-12,C003,Facebook Retargeting,Facebook,Retargeting,732.1,39028,1324,84.1,51.6,7495.19,4197.31
2025-05-13,C003,Facebook Retargeting,Facebook,Retargeting,1020.08,55728,1604,81.2,52.6,6118.01,3426.09
2025-05-14,C003,Facebook Retargeting,Facebook,Retargeting,748.78,39783,1274,78.0,48.4,5683.23,3182.61
2025-05-15,C003,Facebook Retargeting,Facebook,Retargeting,929.53,47263,1458,109.9,68.1,10398.39,5823.1
2025-05-16,C003,Facebook Retargeting,Facebook,Retargeting,953.76,54915,1669,100.8,65.6,8930.67,5001.18
2025-05-17,C003,Facebook Retargeting,Facebook,Retargeting,749.71,44371,1394,94.5,60.0,7105.46,3979.06
2025-05-18,C003,Facebook Retargeting,Facebook,Retargeting,756.2,46871,1438,76.9,48.5,6147.95,3442.85
2025-05-19,C003,Facebook Retargeting,Facebook,Retargeting,772.25,37395,971,61.5,38.0,4953.5,2773.96
2025-05-20,C003,Facebook Retargeting,Facebook,Retargeting,894.06,51494,1278,76.4,45.5,5748.13,3218.95
2025-05-21,C003,Facebook Retargeting,Facebook,Retargeting,863.35,47612,1395,74.3,44.9,7013.34,3927.47
2025-05-22,C003,Facebook Retargeting,Facebook,Retargeting,816.64,41001,1261,82.4,52.3,6250.9,3500.51
2025-05-23,C003,Facebook Retargeting,Facebook,Retargeting,705.33,37382,1013,58.7,36.2,5059.4,2833.26
2025-05-24,C003,Facebook Retargeting,Facebook,Retargeting,853.26,47340,1545,95.9,62.2,7129.61,3992.58
2025-05-25,C003,Facebook Retargeting,Facebook,Retargeting,864.34,50306,1332,79.6,49.1,6307.79,3532.36
2025-05-26,C003,Facebook Retargeting,Facebook,Retargeting,797.68,48178,1151,77.5,53.9,6361.99,3562.71
2025-05-27,C003,Facebook Retargeting,Facebook,Retargeting,965.7,56040,1982,108.4,67.5,8774.87,4913.93
2025-05-28,C003,Facebook Retargeting,Facebook,Retargeting,824.97,46271,1473,102.7,63.8,8031.63,4497.71
2025-05-29,C003,Facebook Retargeting,Facebook,Retargeting,757.54,41730,1236,67.7,45.4,5500.27,3080.15
2025-05-30,C003,Facebook Retargeting,Facebook,Retargeting,888.6,52740,1479,95.9,59.4,8000.15,4480.09
2025-05-31,C003,Facebook Retargeting,Facebook,Retargeting,705.77,37879,1141,86.1,47.7,7092.8,3971.97
2025-06-01,C003,Facebook Retargeting,Facebook,Retargeting,781.47,40759,1081,87.1,53.0,8256.56,4623.67
2025-06-02,C003,Facebook Retargeting,Facebook,Retargeting,908.26,50690,1587,93.0,61.2,7864.09,4403.89
2025-06-03,C003,Facebook Retargeting,Facebook,Retargeting,888.38,49879,1690,100.9,59.5,7910.72,4430.0
2025-06-04,C003,Facebook Retargeting,Facebook,Retargeting,737.9,39491,1145,57.2,35.0,4835.48,2707.87
2025-06-05,C003,Facebook Retargeting,Facebook,Retargeting,753.46,41882,1514,82.7,60.1,7270.35,4071.39
2025-06-06,C003,Facebook Retargeting,Facebook,Retargeting,797.57,43003,1000,54.2,33.9,5082.76,2846.34
2025-06-07,C003,Facebook Retargeting,Facebook,Retargeting,723.63,45072,1322,78.2,42.7,6472.25,3624.46
2025-06-08,C003,Facebook Retargeting,Facebook,Retargeting,708.43,41002,1240,60.8,39.6,5238.19,2933.38
2025-06-09,C003,Facebook Retargeting,Facebook,Retargeting,922.34,54439,1803,99.0,57.3,7365.24,4124.53
2025-06-10,C003,Facebook Retargeting,Facebook,Retargeting,791.86,45908,1390,73.2,45.5,6012.47,3366.98
2025-06-11,C003,Facebook Retargeting,Facebook,Retargeting,743.84,39627,1444,81.3,48.9,6084.54,3407.34
2025-06-12,C003,Facebook Retargeting,Facebook,Retargeting,845.22,46187,1298,76.7,49.4,6195.49,3469.47
2025-06-13,C003,Facebook Retargeting,Facebook,Retargeting,784.03,42767,1161,72.7,46.0,7094.53,3972.94
2025-06-14,C003,Facebook Retargeting,Facebook,Retargeting,871.23,48004,1559,83.7,48.4,6420.92,3595.71
2025-06-15,C003,Facebook Retargeting,Facebook,Retargeting,885.27,50205,1493,107.2,69.8,8987.2,5032.83
2025-06-16,C003,Facebook Retargeting,Facebook,Retargeting,898.41,48677,1427,83.0,53.9,6831.45,3825.61
2025-06-17,C003,Facebook Retargeting,Facebook,Retargeting,778.78,42432,1121,55.8,35.9,4719.94,2643.17
2025-06-18,C003,Facebook Retargeting,Facebook,Retargeting,923.46,51476,1669,104.8,68.3,8234.99,4611.6
2025-06-19,C003,Facebook Retargeting,Facebook,Retargeting,729.82,40863,1122,64.7,42.2,5129.44,2872.49
2025-06-20,C003,Facebook Retargeting,Facebook,Retargeting,956.18,52202,1538,82.6,49.4,6972.83,3904.79
2025-06-21,C003,Facebook Retargeting,Facebook,Retargeting,632.38,38815,1230,71.4,43.8,5301.41,2968.79
2025-06-22,C003,Facebook Retargeting,Facebook,Retargeting,841.72,44436,1452,79.6,53.7,6874.98,3849.99
2025-06-23,C003,Facebook Retargeting,Facebook,Retargeting,693.4,39059,1194,70.1,45.5,5469.49,3062.91
2025-06-24,C003,Facebook Retargeting,Facebook,Retargeting,783.04,50911,1515,81.2,48.6,6018.18,3370.18
2025-06-25,C003,Facebook Retargeting,Facebook,Retargeting,1000.46,55785,1719,113.7,79.9,8762.63,4907.07
2025-06-26,C003,Facebook Retargeting,Facebook,Retargeting,991.06,57159,1778,102.6,63.5,9402.03,5265.14
2025-06-27,C003,Facebook Retargeting,Facebook,Retargeting,761.35,43187,1450,87.2,55.4,7320.75,4099.62
2025-06-28,C003,Facebook Retargeting,Facebook,Retargeting,728.12,41714,1242,74.0,45.1,5638.06,3157.32
2025-06-29,C003,Facebook Retargeting,Facebook,Retargeting,633.63,35755,892,49.2,31.5,4079.93,2284.76
2025-01-01,C004,Facebook Prospecting - Broad,Facebook,Awareness,1506.05,116102,2072,43.9,37.8,3330.09,1764.95
2025-01-02,C004,Facebook Prospecting - Broad,Facebook,Awareness,1345.01,103046,1996,42.4,37.3,3024.65,1603.07
2025-01-03,C004,Facebook Prospecting - Broad,Facebook,Awareness,1397.2,89732,1722,43.9,39.7,3449.75,1828.37
2025-01-04,C004,Facebook Prospecting - Broad,Facebook,Awareness,1055.94,69125,1240,33.3,31.9,2452.08,1299.6
2025-01-05,C004,Facebook Prospecting - Broad,Facebook,Awareness,1094.79,76694,1670,41.9,37.3,3368.23,1785.16
2025-01-06,C004,Facebook Prospecting - Broad,Facebook,Awareness,1358.42,91735,1530,37.5,34.1,2838.27,1504.28
2025-01-07,C004,Facebook Prospecting - Broad,Facebook,Awareness,1566.57,121980,2231,49.6,48.1,4167.27,2208.65
2025-01-08,C004,Facebook Prospecting - Broad,Facebook,Awareness,1505.75,96891,1744,44.4,40.4,3758.66,1992.09
2025-01-09,C004,Facebook Prospecting - Broad,Facebook,Awareness,1575.51,117211,2105,57.5,52.1,4694.41,2488.04
2025-01-10,C004,Facebook Prospecting - Broad,Facebook,Awareness,1041.03,68329,1175,26.4,22.9,2186.15,1158.66
2025-01-11,C004,Facebook Prospecting - Broad,Facebook,Awareness,1104.2,80174,1388,32.8,28.8,2760.6,1463.12
2025-01-12,C004,Facebook Prospecting - Broad,Facebook,Awareness,1254.95,92311,1692,33.1,29.0,2326.29,1232.93
2025-01-13,C004,Facebook Prospecting - Broad,Facebook,Awareness,1257.54,90346,1597,36.7,36.2,2611.35,1384.01
2025-01-14,C004,Facebook Prospecting - Broad,Facebook,Awareness,1286.46,90640,1617,37.1,34.6,3179.52,1685.15
2025-01-15,C004,Facebook Prospecting - Broad,Facebook,Awareness,1588.07,113310,2161,51.3,46.2,3803.84,2016.04
2025-01-16,C004,Facebook Prospecting - Broad,Facebook,Awareness,1332.58,92565,1739,41.6,38.1,3123.19,1655.29
2025-01-17,C004,Facebook Prospecting - Broad,Facebook,Awareness,1067.56,76215,1471,35.0,30.3,2510.18,1330.39
2025-01-18,C004,Facebook Prospecting - Broad,Facebook,Awareness,1324.12,95680,1705,36.7,33.8,2891.52,1532.51
2025-01-19,C004,Facebook Prospecting - Broad,Facebook,Awareness,1368.68,108194,2062,48.8,46.8,3726.89,1975.25
2025-01-20,C004,Facebook Prospecting - Broad,Facebook,Awareness,1115.66,90906,1568,37.1,35.3,2619.19,1388.17
2025-01-21,C004,Facebook Prospecting - Broad,Facebook,Awareness,1420.56,103849,2449,53.6,48.6,4264.37,2260.12
2025-01-22,C004,Facebook Prospecting - Broad,Facebook,Awareness,1534.52,101977,2010,48.6,45.2,3998.07,2118.98
2025-01-23,C004,Facebook Prospecting - Broad,Facebook,Awareness,1446.44,105876,2069,44.3,40.1,3421.83,1813.57
2025-01-24,C004,Facebook Prospecting - Broad,Facebook,Awareness,1203.11,86441,1525,42.5,43.1,3144.71,1666.7
2025-01-25,C004,Facebook Prospecting - Broad,Facebook,Awareness,982.81,69222,1474,36.8,33.6,2754.37,1459.82
2025-01-26,C004,Facebook Prospecting - Broad,Facebook,Awareness,1130.02,76014,1535,34.2,31.9,2621.54,1389.42
2025-01-27,C004,Facebook Prospecting - Broad,Facebook,Awareness,1334.68,95237,1984,43.3,40.6,3237.81,1716.04
2025-01-28,C004,Facebook Prospecting - Broad,Facebook,Awareness,1478.99,106098,2193,42.9,39.6,2934.17,1555.11
2025-01-29,C004,Facebook Prospecting - Broad,Facebook,Awareness,1278.44,81124,1408,28.5,28.1,1978.61,1048.66
2025-01-30,C004,Facebook Prospecting - Broad,Facebook,Awareness,1173.71,81184,1312,30.3,28.5,2276.16,1206.36
2025-01-31,C004,Facebook Prospecting - Broad,Facebook,Awareness,1296.43,90613,1723,39.7,36.7,3441.93,1824.22
2025-02-01,C004,Facebook Prospecting - Broad,Facebook,Awareness,1187.81,85839,1543,37.2,36.4,2614.77,1385.83
2025-02-02,C004,Facebook Prospecting - Broad,Facebook,Awareness,1225.19,87003,1591,50.3,40.7,3920.61,2077.93
2025-02-03,C004,Facebook Prospecting - Broad,Facebook,Awareness,1433.84,95758,1717,46.6,46.0,3321.44,1760.36
2025-02-04,C004,Facebook Prospecting - Broad,Facebook,Awareness,1202.86,91081,1985,49.9,40.7,4198.67,2225.3
2025-02-05,C004,Facebook Prospecting - Broad,Facebook,Awareness,1173.7,89684,1697,42.5,37.8,3581.27,1898.07
2025-02-06,C004,Facebook Prospecting - Broad,Facebook,Awareness,1209.78,76010,1327,41.2,36.8,2848.61,1509.77
2025-02-07,C004,Facebook Prospecting - Broad,Facebook,Awareness,1362.65,96701,1821,45.1,40.4,3322.63,1760.99
2025-02-08,C004,Facebook Prospecting - Broad,Facebook,Awareness,1251.82,85160,1576,40.4,39.2,3151.73,1670.42
2025-02-09,C004,Facebook Prospecting - Broad,Facebook,Awareness,1125.62,83030,1636,47.4,44.3,4087.24,2166.24
2025-02-10,C004,Facebook Prospecting - Broad,Facebook,Awareness,1245.99,88780,1625,46.1,43.1,3484.26,1846.66
2025-02-11,C004,Facebook Prospecting - Broad,Facebook,Awareness,1515.18,96959,1901,53.4,50.6,3707.56,1965.01
2025-02-12,C004,Facebook Prospecting - Broad,Facebook,Awareness,1509.79,104441,2055,55.7,48.7,4061.75,2152.73
2025-02-13,C004,Facebook Prospecting - Broad,Facebook,Awareness,1217.53,82312,1330,36.1,33.0,2926.37,1550.98
2025-02-14,C004,Facebook Prospecting - Broad,Facebook,Awareness,1222.37,84050,1647,41.2,38.6,3200.66,1696.35
2025-02-15,C004,Facebook Prospecting - Broad,Facebook,Awareness,1260.05,90015,1719,43.3,41.2,3713.08,1967.93
2025-02-16,C004,Facebook Prospecting - Broad,Facebook,Awareness,1219.44,85289,1324,34.0,30.2,2219.56,1176.36
2025-02-17,C004,Facebook Prospecting - Broad,Facebook,Awareness,1316.32,97417,1733,43.4,37.6,3479.22,1843.99
2025-02-18,C004,Facebook Prospecting - Broad,Facebook,Awareness,1400.8,98194,2224,58.1,54.1,4371.88,2317.1
2025-02-19,C004,Facebook Prospecting - Broad,Facebook,Awareness,1516.18,108086,2130,50.0,46.3,4146.03,2197.4
2025-02-20,C004,Facebook Prospecting - Broad,Facebook,Awareness,1408.49,91492,1592,35.2,33.8,2794.33,1481.0
2025-02-21,C004,Facebook Prospecting - Broad,Facebook,Awareness,1328.7,90035,1540,40.4,36.9,2888.83,1531.08
2025-02-22,C004,Facebook Prospecting - Broad,Facebook,Awareness,1197.39,88900,1724,40.4,33.1,3015.41,1598.17
2025-02-23,C004,Facebook Prospecting - Broad,Facebook,Awareness,1125.93,79178,1447,35.1,33.1,2659.39,1409.48
2025-02-24,C004,Facebook Prospecting - Broad,Facebook,Awareness,1365.58,92018,1653,43.7,37.8,3040.85,1611.65
2025-02-25,C004,Facebook Prospecting - Broad,Facebook,Awareness,1181.01,90661,1752,52.7,47.7,3920.91,2078.08
2025-02-26,C004,Facebook Prospecting - Broad,Facebook,Awareness,1592.62,109892,2376,63.8,60.3,5096.42,2701.1
2025-02-27,C004,Facebook Prospecting - Broad,Facebook,Awareness,1170.44,78055,1456,38.3,36.1,3006.28,1593.33
2025-02-28,C004,Facebook Prospecting - Broad,Facebook,Awareness,1325.36,95548,1694,42.9,37.2,3498.25,1854.07
2025-03-01,C004,Facebook Prospecting - Broad,Facebook,Awareness,1109.92,78251,1843,51.9,44.6,3937.09,2086.66
2025-03-02,C004,Facebook Prospecting - Broad,Facebook,Awareness,1156.86,81841,1643,48.3,43.2,4579.49,2427.13
2025-03-03,C004,Facebook Prospecting - Broad,Facebook,Awareness,1255.52,86836,1579,47.8,44.4,3830.91,2030.38
2025-03-04,C004,Facebook Prospecting - Broad,Facebook,Awareness,1562.21,102402,2041,57.6,51.7,3947.82,2092.35
2025-03-05,C004,Facebook Prospecting - Broad,Facebook,Awareness,1425.47,97475,1846,46.5,42.4,3563.56,1888.69
2025-03-06,C004,Facebook Prospecting - Broad,Facebook,Awareness,1147.12,78923,1388,44.3,35.5,3284.16,1740.61
2025-03-07,C004,Facebook Prospecting - Broad,Facebook,Awareness,1179.95,82127,1684,46.0,42.2,3298.18,1748.03
2025-03-08,C004,Facebook Prospecting - Broad,Facebook,Awareness,1009.62,76177,1602,40.8,35.2,3348.01,1774.44
2025-03-09,C004,Facebook Prospecting - Broad,Facebook,Awareness,1234.04,86792,1699,43.6,41.3,3321.48,1760.38
2025-03-10,C004,Facebook Prospecting - Broad,Facebook,Awareness,1158.12,79461,1581,42.9,41.0,3529.4,1870.58
2025-03-11,C004,Facebook Prospecting - Broad,Facebook,Awareness,1343.18,98961,1991,44.2,42.0,3297.23,1747.53
2025-03-12,C004,Facebook Prospecting - Broad,Facebook,Awareness,1110.52,77984,1307,36.1,33.9,3027.51,1604.58
2025-03-13,C004,Facebook Prospecting - Broad,Facebook,Awareness,1444.59,97737,2116,56.4,56.9,4303.03,2280.6
2025-03-14,C004,Facebook Prospecting - Broad,Facebook,Awareness,1062.63,80520,1782,44.9,44.2,3349.52,1775.25
2025-03-15,C004,Facebook Prospecting - Broad,Facebook,Awareness,1264.88,88309,1456,44.6,42.5,3923.16,2079.27
2025-03-16,C004,Facebook Prospecting - Broad,Facebook,Awareness,1207.28,89908,1672,46.2,41.4,3314.31,1756.58
2025-03-17,C004,Facebook Prospecting - Broad,Facebook,Awareness,1031.36,63238,1221,35.5,36.7,2841.44,1505.96
2025-03-18,C004,Facebook Prospecting - Broad,Facebook,Awareness,1319.31,97484,1659,45.5,37.7,3821.83,2025.57
2025-03-19,C004,Facebook Prospecting - Broad,Facebook,Awareness,1306.39,86958,1643,52.6,49.1,4107.47,2176.96
